Date,Open,High,Low,Close,Adj Close,Volume
2003-01-03,1954.959961,1954.959961,1954.959961,1954.959961,1954.959961,0
2003-01-06,1981.099976,1981.099976,1981.099976,1981.099976,1981.099976,0
2003-01-07,1992.420044,1992.420044,1992.420044,1992.420044,1992.420044,0
2003-01-08,1987.989990,1987.989990,1987.989990,1987.989990,1987.989990,0
2003-01-09,1984.449951,1984.449951,1984.449951,1984.449951,1984.449951,0
2003-01-10,1998.910034,1998.910034,1998.910034,1998.910034,1998.910034,0
2003-01-13,2006.140015,2006.140015,2006.140015,2006.140015,2006.140015,0
2003-01-14,2003.550049,2003.550049,2003.550049,2003.550049,2003.550049,0
2003-01-15,2014.829956,2014.829956,2014.829956,2014.829956,2014.829956,0
2003-01-16,2008.930054,2008.930054,2008.930054,2008.930054,2008.930054,0
2003-01-17,2004.410034,2004.410034,2004.410034,2004.410034,2004.410034,0
2003-01-20,1985.989990,1985.989990,1985.989990,1985.989990,1985.989990,0
2003-01-21,1979.780029,1979.780029,1979.780029,1979.780029,1979.780029,0
2003-01-22,1973.609985,1973.609985,1973.609985,1973.609985,1973.609985,0
2003-01-23,1981.560059,1981.560059,1981.560059,1981.560059,1981.560059,0
2003-01-24,1989.270020,1989.270020,1989.270020,1989.270020,1989.270020,0
2003-01-27,1984.719971,1984.719971,1984.719971,1984.719971,1984.719971,0
2003-01-28,1973.510010,1973.510010,1973.510010,1973.510010,1973.510010,0
2003-01-29,1975.670044,1975.670044,1975.670044,1975.670044,1975.670044,0
2003-01-30,1962.819946,1962.819946,1962.819946,1962.819946,1962.819946,0
2003-01-31,1953.219971,1953.219971,1953.219971,1953.219971,1953.219971,0
2003-02-03,1958.449951,1958.449951,1958.449951,1958.449951,1958.449951,0
2003-02-04,1975.579956,1975.579956,1975.579956,1975.579956,1975.579956,0
2003-02-05,1949.569946,1949.569946,1949.569946,1949.569946,1949.569946,0
2003-02-06,null,null,null,null,null,null
2003-02-07,1927.880005,1927.880005,1927.880005,1927.880005,1927.880005,0
2003-02-10,1946.599976,1946.599976,1946.599976,1946.599976,1946.599976,0
2003-02-11,1958.619995,1958.619995,1958.619995,1958.619995,1958.619995,0
2003-02-12,1937.540039,1937.540039,1937.540039,1937.540039,1937.540039,0
2003-02-13,1923.050049,1923.050049,1923.050049,1923.050049,1923.050049,0
2003-02-14,1920.930054,1920.930054,1920.930054,1920.930054,1920.930054,0
2003-02-17,1946.920044,1946.920044,1946.920044,1946.920044,1946.920044,0
2003-02-18,1947.030029,1947.030029,1947.030029,1947.030029,1947.030029,0
2003-02-19,1952.270020,1952.270020,1952.270020,1952.270020,1952.270020,0
2003-02-20,1936.089966,1936.089966,1936.089966,1936.089966,1936.089966,0
